discipline_title,event_title,slug_game,participant_type,medal_type,rank_position,country_name,country_code,NOC,Medal,Year
Football,football men,amsterdam-1928,GameTeam,SILVER,2,Argentina,AR,ARG,1,1928
Football,football men,amsterdam-1928,GameTeam,BRONZE,3,Italy,IT,ITA,1,1928
Swimming,4x100m freestyle relay women,amsterdam-1928,GameTeam,GOLD,1,United States of America,US,USA,1,1928
Swimming,4x100m freestyle relay women,amsterdam-1928,GameTeam,SILVER,2,Great Britain,GB,GBR,1,1928
Swimming,4x100m freestyle relay women,amsterdam-1928,GameTeam,BRONZE,3,South Africa,ZA,RSA,1,1928
Swimming,200m breaststroke women,amsterdam-1928,Athlete,GOLD,1,Germany,DE,GER,1,1928
Swimming,200m breaststroke women,amsterdam-1928,Athlete,SILVER,2,Netherlands,NL,NED,1,1928
Swimming,200m breaststroke women,amsterdam-1928,Athlete,BRONZE,3,Germany,DE,GER,1,1928
Swimming,4x200m freestyle relay men,amsterdam-1928,GameTeam,GOLD,1,United States of America,US,USA,1,1928
Swimming,4x200m freestyle relay men,amsterdam-1928,GameTeam,SILVER,2,Japan,JP,JPN,1,1928
Swimming,4x200m freestyle relay men,amsterdam-1928,GameTeam,BRONZE,3,Canada,CA,CAN,1,1928
Swimming,400m freestyle men,amsterdam-1928,Athlete,GOLD,1,Argentina,AR,ARG,1,1928
Swimming,400m freestyle men,amsterdam-1928,Athlete,SILVER,2,Australia,AU,AUS,1,1928
Swimming,400m freestyle men,amsterdam-1928,Athlete,BRONZE,3,Sweden,SE,SWE,1,1928
Swimming,100m backstroke women,amsterdam-1928,Athlete,GOLD,1,Netherlands,NL,NED,1,1928
Swimming,100m backstroke women,amsterdam-1928,Athlete,SILVER,2,Great Britain,GB,GBR,1,1928
Swimming,100m backstroke women,amsterdam-1928,Athlete,BRONZE,3,Great Britain,GB,GBR,1,1928
Swimming,400m freestyle women,amsterdam-1928,Athlete,GOLD,1,United States of America,US,USA,1,1928
Swimming,400m freestyle women,amsterdam-1928,Athlete,SILVER,2,Netherlands,NL,NED,1,1928
Swimming,400m freestyle women,amsterdam-1928,Athlete,BRONZE,3,United States of America,US,USA,1,1928
Swimming,1500m freestyle men,amsterdam-1928,Athlete,GOLD,1,Sweden,SE,SWE,1,1928
Swimming,1500m freestyle men,amsterdam-1928,Athlete,SILVER,2,Australia,AU,AUS,1,1928
Swimming,1500m freestyle men,amsterdam-1928,Athlete,BRONZE,3,United States of America,US,USA,1,1928
Swimming,200m breaststroke men,amsterdam-1928,Athlete,GOLD,1,Japan,JP,JPN,1,1928
Swimming,200m breaststroke men,amsterdam-1928,Athlete,SILVER,2,Germany,DE,GER,1,1928
Swimming,200m breaststroke men,amsterdam-1928,Athlete,BRONZE,3,Philippines,PH,PHI,1,1928
Swimming,100m freestyle men,amsterdam-1928,Athlete,GOLD,1,United States of America,US,USA,1,1928
Swimming,100m freestyle men,amsterdam-1928,Athlete,SILVER,2,Hungary,HU,HUN,1,1928
Swimming,100m freestyle men,amsterdam-1928,Athlete,BRONZE,3,Japan,JP,JPN,1,1928
Swimming,100m backstroke men,amsterdam-1928,Athlete,GOLD,1,United States of America,US,USA,1,1928
Swimming,100m backstroke men,amsterdam-1928,Athlete,SILVER,2,United States of America,US,USA,1,1928
Swimming,100m backstroke men,amsterdam-1928,Athlete,BRONZE,3,United States of America,US,USA,1,1928
Swimming,100m freestyle women,amsterdam-1928,Athlete,GOLD,1,United States of America,US,USA,1,1928
Swimming,100m freestyle women,amsterdam-1928,Athlete,SILVER,2,United States of America,US,USA,1,1928
Swimming,100m freestyle women,amsterdam-1928,Athlete,BRONZE,3,Great Britain,GB,GBR,1,1928
Sailing,8m mixed,amsterdam-1928,GameTeam,GOLD,1,France,FR,FRA,1,1928
Sailing,8m mixed,amsterdam-1928,GameTeam,SILVER,2,Netherlands,NL,NED,1,1928
Sailing,8m mixed,amsterdam-1928,GameTeam,BRONZE,3,Sweden,SE,SWE,1,1928
Sailing,6m mixed,amsterdam-1928,GameTeam,GOLD,1,Norway,NO,NOR,1,1928
Sailing,6m mixed,amsterdam-1928,GameTeam,SILVER,2,Denmark,DK,DEN,1,1928
Sailing,6m mixed,amsterdam-1928,GameTeam,BRONZE,3,Estonia,EE,EST,1,1928
Equestrian Dressage,individual mixed,amsterdam-1928,Athlete,SILVER,2,France,FR,FRA,1,1928
Equestrian Dressage,individual mixed,amsterdam-1928,Athlete,BRONZE,3,Sweden,SE,SWE,1,1928
Equestrian Dressage,team mixed,amsterdam-1928,GameTeam,GOLD,1,Germany,DE,GER,1,1928
Equestrian Dressage,team mixed,amsterdam-1928,GameTeam,SILVER,2,Sweden,SE,SWE,1,1928
Equestrian Dressage,team mixed,amsterdam-1928,GameTeam,BRONZE,3,Netherlands,NL,NED,1,1928
Modern Pentathlon,Individual competition men,amsterdam-1928,Athlete,GOLD,1,Sweden,SE,SWE,1,1928
Modern Pentathlon,Individual competition men,amsterdam-1928,Athlete,SILVER,2,Sweden,SE,SWE,1,1928
Modern Pentathlon,Individual competition men,amsterdam-1928,Athlete,BRONZE,3,Germany,DE,GER,1,1928
Cycling Track,1km Pursuit men,amsterdam-1928,Athlete,GOLD,1,France,FR,FRA,1,1928
Cycling Track,1km Pursuit men,amsterdam-1928,Athlete,SILVER,2,Netherlands,NL,NED,1,1928
Cycling Track,1km Pursuit men,amsterdam-1928,Athlete,BRONZE,3,Denmark,DK,DEN,1,1928
Cycling Track,1km time trial men,amsterdam-1928,Athlete,GOLD,1,Denmark,DK,DEN,1,1928
Cycling Track,1km time trial men,amsterdam-1928,Athlete,SILVER,2,Netherlands,NL,NED,1,1928
Cycling Track,1km time trial men,amsterdam-1928,Athlete,BRONZE,3,Australia,AU,AUS,1,1928
Cycling Track,Team Pursuit 4000m men,amsterdam-1928,GameTeam,GOLD,1,Italy,IT,ITA,1,1928
Cycling Track,Team Pursuit 4000m men,amsterdam-1928,GameTeam,SILVER,2,Netherlands,NL,NED,1,1928
Cycling Track,Team Pursuit 4000m men,amsterdam-1928,GameTeam,BRONZE,3,Great Britain,GB,GBR,1,1928
Cycling Track,2000m tandem men,amsterdam-1928,GameTeam,GOLD,1,Netherlands,NL,NED,1,1928
Cycling Track,2000m tandem men,amsterdam-1928,GameTeam,SILVER,2,Great Britain,GB,GBR,1,1928
Cycling Track,2000m tandem men,amsterdam-1928,GameTeam,BRONZE,3,Germany,DE,GER,1,1928
Cycling Road,individual time trial men,amsterdam-1928,Athlete,GOLD,1,Denmark,DK,DEN,1,1928
Cycling Road,individual time trial men,amsterdam-1928,Athlete,SILVER,2,Great Britain,GB,GBR,1,1928
Cycling Road,individual time trial men,amsterdam-1928,Athlete,BRONZE,3,Sweden,SE,SWE,1,1928
Cycling Road,team time trial men,amsterdam-1928,GameTeam,GOLD,1,Denmark,DK,DEN,1,1928
Cycling Road,team time trial men,amsterdam-1928,GameTeam,SILVER,2,Great Britain,GB,GBR,1,1928
Cycling Road,team time trial men,amsterdam-1928,GameTeam,BRONZE,3,Sweden,SE,SWE,1,1928
Fencing,épée individual men,amsterdam-1928,Athlete,GOLD,1,France,FR,FRA,1,1928
Fencing,épée individual men,amsterdam-1928,Athlete,SILVER,2,France,FR,FRA,1,1928
Fencing,épée individual men,amsterdam-1928,Athlete,BRONZE,3,United States of America,US,USA,1,1928
Fencing,épée team men,amsterdam-1928,GameTeam,GOLD,1,Italy,IT,ITA,1,1928
Fencing,épée team men,amsterdam-1928,GameTeam,SILVER,2,France,FR,FRA,1,1928
Fencing,épée team men,amsterdam-1928,GameTeam,BRONZE,3,Portugal,PT,POR,1,1928
Fencing,foil individual men,amsterdam-1928,Athlete,GOLD,1,France,FR,FRA,1,1928
Fencing,foil individual men,amsterdam-1928,Athlete,SILVER,2,Germany,DE,GER,1,1928
Fencing,foil individual men,amsterdam-1928,Athlete,BRONZE,3,Italy,IT,ITA,1,1928
Fencing,foil individual women,amsterdam-1928,Athlete,GOLD,1,Germany,DE,GER,1,1928
Fencing,foil individual women,amsterdam-1928,Athlete,SILVER,2,Great Britain,GB,GBR,1,1928
Fencing,foil individual women,amsterdam-1928,Athlete,BRONZE,3,Germany,DE,GER,1,1928
Fencing,sabre individual men,amsterdam-1928,Athlete,GOLD,1,Hungary,HU,HUN,1,1928
Fencing,sabre individual men,amsterdam-1928,Athlete,SILVER,2,Hungary,HU,HUN,1,1928
Fencing,sabre individual men,amsterdam-1928,Athlete,BRONZE,3,Italy,IT,ITA,1,1928
Fencing,sabre team men,amsterdam-1928,GameTeam,GOLD,1,Hungary,HU,HUN,1,1928
Fencing,sabre team men,amsterdam-1928,GameTeam,SILVER,2,Italy,IT,ITA,1,1928
Fencing,sabre team men,amsterdam-1928,GameTeam,BRONZE,3,Poland,PL,POL,1,1928
Fencing,foil team men,amsterdam-1928,GameTeam,GOLD,1,Italy,IT,ITA,1,1928
Fencing,foil team men,amsterdam-1928,GameTeam,SILVER,2,France,FR,FRA,1,1928
Fencing,foil team men,amsterdam-1928,GameTeam,BRONZE,3,Argentina,AR,ARG,1,1928
Diving,10m platform men,amsterdam-1928,Athlete,GOLD,1,United States of America,US,USA,1,1928
Diving,10m platform men,amsterdam-1928,Athlete,SILVER,2,Egypt,EG,EGY,1,1928
Diving,10m platform men,amsterdam-1928,Athlete,BRONZE,3,United States of America,US,USA,1,1928
Diving,10m platform women,amsterdam-1928,Athlete,GOLD,1,United States of America,US,USA,1,1928
Diving,10m platform women,amsterdam-1928,Athlete,SILVER,2,United States of America,US,USA,1,1928
Diving,10m platform women,amsterdam-1928,Athlete,BRONZE,3,Sweden,SE,SWE,1,1928
Diving,3m springboard men,amsterdam-1928,Athlete,GOLD,1,United States of America,US,USA,1,1928
Diving,3m springboard men,amsterdam-1928,Athlete,SILVER,2,United States of America,US,USA,1,1928
Diving,3m springboard men,amsterdam-1928,Athlete,BRONZE,3,Egypt,EG,EGY,1,1928
Diving,3m springboard women,amsterdam-1928,Athlete,GOLD,1,United States of America,US,USA,1,1928
Diving,3m springboard women,amsterdam-1928,Athlete,SILVER,2,United States of America,US,USA,1,1928
Diving,3m springboard women,amsterdam-1928,Athlete,BRONZE,3,United States of America,US,USA,1,1928
Rowing,double sculls 2x men,amsterdam-1928,GameTeam,GOLD,1,United States of America,US,USA,1,1928
Rowing,double sculls 2x men,amsterdam-1928,GameTeam,SILVER,2,Canada,CA,CAN,1,1928
Rowing,double sculls 2x men,amsterdam-1928,GameTeam,BRONZE,3,Austria,AT,AUT,1,1928
Rowing,four without coxswain 4 men,amsterdam-1928,GameTeam,GOLD,1,Great Britain,GB,GBR,1,1928
Rowing,four without coxswain 4 men,amsterdam-1928,GameTeam,SILVER,2,United States of America,US,USA,1,1928
Rowing,four without coxswain 4 men,amsterdam-1928,GameTeam,BRONZE,3,Italy,IT,ITA,1,1928
Rowing,four-oared shell with coxswain men,amsterdam-1928,GameTeam,GOLD,1,Italy,IT,ITA,1,1928
Rowing,four-oared shell with coxswain men,amsterdam-1928,GameTeam,SILVER,2,Switzerland,CH,SUI,1,1928
Rowing,four-oared shell with coxswain men,amsterdam-1928,GameTeam,BRONZE,3,Poland,PL,POL,1,1928
Rowing,single sculls 1x men,amsterdam-1928,Athlete,GOLD,1,Australia,AU,AUS,1,1928
Rowing,single sculls 1x men,amsterdam-1928,Athlete,SILVER,2,United States of America,US,USA,1,1928
Rowing,single sculls 1x men,amsterdam-1928,Athlete,BRONZE,3,Great Britain,GB,GBR,1,1928
Rowing,pair without coxswain 2 men,amsterdam-1928,GameTeam,GOLD,1,Germany,DE,GER,1,1928
Rowing,pair without coxswain 2 men,amsterdam-1928,GameTeam,SILVER,2,Great Britain,GB,GBR,1,1928
Rowing,pair without coxswain 2 men,amsterdam-1928,GameTeam,BRONZE,3,United States of America,US,USA,1,1928
Rowing,eight with coxswain 8 men,amsterdam-1928,GameTeam,GOLD,1,United States of America,US,USA,1,1928
Rowing,eight with coxswain 8 men,amsterdam-1928,GameTeam,SILVER,2,Great Britain,GB,GBR,1,1928
Rowing,eight with coxswain 8 men,amsterdam-1928,GameTeam,BRONZE,3,Canada,CA,CAN,1,1928
Rowing,pair-oared shell with coxswain men,amsterdam-1928,GameTeam,GOLD,1,Switzerland,CH,SUI,1,1928
Rowing,pair-oared shell with coxswain men,amsterdam-1928,GameTeam,SILVER,2,France,FR,FRA,1,1928
Rowing,pair-oared shell with coxswain men,amsterdam-1928,GameTeam,BRONZE,3,Belgium,BE,BEL,1,1928
Hockey,hockey men,amsterdam-1928,GameTeam,GOLD,1,India,IN,IND,1,1928
Hockey,hockey men,amsterdam-1928,GameTeam,SILVER,2,Netherlands,NL,NED,1,1928
Hockey,hockey men,amsterdam-1928,GameTeam,BRONZE,3,Germany,DE,GER,1,1928
Boxing,508kg flyweight men,amsterdam-1928,Athlete,GOLD,1,Hungary,HU,HUN,1,1928
Boxing,508kg flyweight men,amsterdam-1928,Athlete,SILVER,2,France,FR,FRA,1,1928
Boxing,508kg flyweight men,amsterdam-1928,Athlete,BRONZE,3,Italy,IT,ITA,1,1928
Boxing,5352  5715kg featherweight men,amsterdam-1928,Athlete,GOLD,1,Netherlands,NL,NED,1,1928
Boxing,5352  5715kg featherweight men,amsterdam-1928,Athlete,SILVER,2,Argentina,AR,ARG,1,1928
Boxing,5352  5715kg featherweight men,amsterdam-1928,Athlete,BRONZE,3,United States of America,US,USA,1,1928
Boxing,5715  6124kg lightweight men,amsterdam-1928,Athlete,GOLD,1,Italy,IT,ITA,1,1928
Boxing,5715  6124kg lightweight men,amsterdam-1928,Athlete,SILVER,2,United States of America,US,USA,1,1928
Boxing,5715  6124kg lightweight men,amsterdam-1928,Athlete,BRONZE,3,Sweden,SE,SWE,1,1928
Boxing,6668  7257kg middleweight men,amsterdam-1928,Athlete,GOLD,1,Italy,IT,ITA,1,1928
Boxing,6668  7257kg middleweight men,amsterdam-1928,Athlete,SILVER,2,Czechoslovakia,,TCH,1,1928
Boxing,6668  7257kg middleweight men,amsterdam-1928,Athlete,BRONZE,3,Belgium,BE,BEL,1,1928
Boxing,508  5352kg bantamweight men,amsterdam-1928,Athlete,GOLD,1,Italy,IT,ITA,1,1928
Boxing,508  5352kg bantamweight men,amsterdam-1928,Athlete,SILVER,2,United States of America,US,USA,1,1928
Boxing,508  5352kg bantamweight men,amsterdam-1928,Athlete,BRONZE,3,South Africa,ZA,RSA,1,1928
Boxing,7938kg heavyweight men,amsterdam-1928,Athlete,GOLD,1,Argentina,AR,ARG,1,1928
Boxing,7938kg heavyweight men,amsterdam-1928,Athlete,SILVER,2,Sweden,SE,SWE,1,1928
Boxing,7938kg heavyweight men,amsterdam-1928,Athlete,BRONZE,3,Denmark,DK,DEN,1,1928
Boxing,7257  7938kg lightheavyweight men,amsterdam-1928,Athlete,GOLD,1,Argentina,AR,ARG,1,1928
Boxing,7257  7938kg lightheavyweight men,amsterdam-1928,Athlete,SILVER,2,Germany,DE,GER,1,1928
Boxing,7257  7938kg lightheavyweight men,amsterdam-1928,Athlete,BRONZE,3,Netherlands,NL,NED,1,1928
Boxing,6124  6668kg welterweight men,amsterdam-1928,Athlete,GOLD,1,New Zealand,NZ,NZL,1,1928
Boxing,6124  6668kg welterweight men,amsterdam-1928,Athlete,SILVER,2,Argentina,AR,ARG,1,1928
Boxing,6124  6668kg welterweight men,amsterdam-1928,Athlete,BRONZE,3,Canada,CA,CAN,1,1928
Water Polo,water polo men,amsterdam-1928,GameTeam,GOLD,1,Germany,DE,GER,1,1928
Water Polo,water polo men,amsterdam-1928,GameTeam,SILVER,2,Hungary,HU,HUN,1,1928
Water Polo,water polo men,amsterdam-1928,GameTeam,BRONZE,3,France,FR,FRA,1,1928
Artistic Gymnastics,pommel horse men,amsterdam-1928,Athlete,GOLD,1,Switzerland,CH,SUI,1,1928
Artistic Gymnastics,pommel horse men,amsterdam-1928,Athlete,SILVER,2,Switzerland,CH,SUI,1,1928
Artistic Gymnastics,pommel horse men,amsterdam-1928,Athlete,BRONZE,3,Finland,FI,FIN,1,1928
Artistic Gymnastics,vault men,amsterdam-1928,Athlete,GOLD,1,Switzerland,CH,SUI,1,1928
Artistic Gymnastics,vault men,amsterdam-1928,Athlete,SILVER,2,Czechoslovakia,,TCH,1,1928
Artistic Gymnastics,vault men,amsterdam-1928,Athlete,BRONZE,3,Yugoslavia,YU,YUG,1,1928
Artistic Gymnastics,parallel bars men,amsterdam-1928,Athlete,GOLD,1,Czechoslovakia,,TCH,1,1928
Artistic Gymnastics,parallel bars men,amsterdam-1928,Athlete,SILVER,2,Yugoslavia,YU,YUG,1,1928
Artistic Gymnastics,parallel bars men,amsterdam-1928,Athlete,BRONZE,3,Switzerland,CH,SUI,1,1928
Artistic Gymnastics,rings men,amsterdam-1928,Athlete,GOLD,1,Yugoslavia,YU,YUG,1,1928
Artistic Gymnastics,rings men,amsterdam-1928,Athlete,SILVER,2,Czechoslovakia,,TCH,1,1928
Artistic Gymnastics,rings men,amsterdam-1928,Athlete,BRONZE,3,Czechoslovakia,,TCH,1,1928
Artistic Gymnastics,team competition men,amsterdam-1928,GameTeam,GOLD,1,Switzerland,CH,SUI,1,1928
Artistic Gymnastics,team competition men,amsterdam-1928,GameTeam,SILVER,2,Czechoslovakia,,TCH,1,1928
Artistic Gymnastics,team competition men,amsterdam-1928,GameTeam,BRONZE,3,Yugoslavia,YU,YUG,1,1928
Artistic Gymnastics,individual all-round men,amsterdam-1928,Athlete,GOLD,1,Switzerland,CH,SUI,1,1928
Artistic Gymnastics,individual all-round men,amsterdam-1928,Athlete,SILVER,2,Switzerland,CH,SUI,1,1928
Artistic Gymnastics,individual all-round men,amsterdam-1928,Athlete,BRONZE,3,Yugoslavia,YU,YUG,1,1928
Artistic Gymnastics,team competition women,amsterdam-1928,GameTeam,GOLD,1,Netherlands,NL,NED,1,1928
Artistic Gymnastics,team competition women,amsterdam-1928,GameTeam,SILVER,2,Italy,IT,ITA,1,1928
Artistic Gymnastics,team competition women,amsterdam-1928,GameTeam,BRONZE,3,Great Britain,GB,GBR,1,1928
Artistic Gymnastics,horizontal bar men,amsterdam-1928,Athlete,GOLD,1,Switzerland,CH,SUI,1,1928
Artistic Gymnastics,horizontal bar men,amsterdam-1928,Athlete,SILVER,2,Italy,IT,ITA,1,1928
Artistic Gymnastics,horizontal bar men,amsterdam-1928,Athlete,BRONZE,3,Switzerland,CH,SUI,1,1928
Weightlifting,82.5kg heavyweight men,amsterdam-1928,Athlete,GOLD,1,Germany,DE,GER,1,1928
Weightlifting,82.5kg heavyweight men,amsterdam-1928,Athlete,SILVER,2,Estonia,EE,EST,1,1928
Weightlifting,82.5kg heavyweight men,amsterdam-1928,Athlete,BRONZE,3,Czechoslovakia,,TCH,1,1928
Weightlifting,75-82.5kg total lightheavyweight men,amsterdam-1928,Athlete,GOLD,1,Egypt,EG,EGY,1,1928
Weightlifting,75-82.5kg total lightheavyweight men,amsterdam-1928,Athlete,SILVER,2,France,FR,FRA,1,1928
Weightlifting,75-82.5kg total lightheavyweight men,amsterdam-1928,Athlete,BRONZE,3,Netherlands,NL,NED,1,1928
Weightlifting,60kg featherweight men,amsterdam-1928,Athlete,GOLD,1,Austria,AT,AUT,1,1928
Weightlifting,60kg featherweight men,amsterdam-1928,Athlete,SILVER,2,Italy,IT,ITA,1,1928
Weightlifting,60kg featherweight men,amsterdam-1928,Athlete,BRONZE,3,Germany,DE,GER,1,1928
Weightlifting,60-67.5kg lightweight men,amsterdam-1928,Athlete,GOLD,1,Germany,DE,GER,1,1928
Weightlifting,60-67.5kg lightweight men,amsterdam-1928,Athlete,GOLD,1,Austria,AT,AUT,1,1928
Weightlifting,60-67.5kg lightweight men,amsterdam-1928,Athlete,BRONZE,3,France,FR,FRA,1,1928
Weightlifting,67.5-75kg middleweight men,amsterdam-1928,Athlete,GOLD,1,France,FR,FRA,1,1928
Weightlifting,67.5-75kg middleweight men,amsterdam-1928,Athlete,SILVER,2,Italy,IT,ITA,1,1928
Weightlifting,67.5-75kg middleweight men,amsterdam-1928,Athlete,BRONZE,3,Netherlands,NL,NED,1,1928
Equestrian Eventing,team mixed,amsterdam-1928,GameTeam,GOLD,1,Netherlands,NL,NED,1,1928
Equestrian Eventing,team mixed,amsterdam-1928,GameTeam,SILVER,2,Norway,NO,NOR,1,1928
Equestrian Eventing,team mixed,amsterdam-1928,GameTeam,BRONZE,3,Poland,PL,POL,1,1928
Equestrian Eventing,individual mixed,amsterdam-1928,Athlete,GOLD,1,Netherlands,NL,NED,1,1928
Equestrian Eventing,individual mixed,amsterdam-1928,Athlete,SILVER,2,Netherlands,NL,NED,1,1928
Equestrian Eventing,individual mixed,amsterdam-1928,Athlete,BRONZE,3,Germany,DE,GER,1,1928
Wrestling,"Lightweight, Freestyle (??6 kilograms) Men",amsterdam-1928,Athlete,GOLD,1,Estonia,EE,EST,1,1928
Wrestling,"Lightweight, Freestyle (??6 kilograms) Men",amsterdam-1928,Athlete,SILVER,2,France,FR,FRA,1,1928
Wrestling,"Lightweight, Freestyle (??6 kilograms) Men",amsterdam-1928,Athlete,BRONZE,3,Finland,FI,FIN,1,1928
Wrestling,"Featherweight, Greco-Roman (??0 kilograms) Men",amsterdam-1928,Athlete,GOLD,1,Estonia,EE,EST,1,1928
Wrestling,"Featherweight, Greco-Roman (??0 kilograms) Men",amsterdam-1928,Athlete,SILVER,2,Sweden,SE,SWE,1,1928
Wrestling,"Featherweight, Greco-Roman (??0 kilograms) Men",amsterdam-1928,Athlete,BRONZE,3,Italy,IT,ITA,1,1928
Wrestling,"Bantamweight, Freestyle (??6 kilograms) Men",amsterdam-1928,Athlete,GOLD,1,Finland,FI,FIN,1,1928
Wrestling,"Bantamweight, Freestyle (??6 kilograms) Men",amsterdam-1928,Athlete,SILVER,2,Belgium,BE,BEL,1,1928
Wrestling,"Bantamweight, Freestyle (??6 kilograms) Men",amsterdam-1928,Athlete,BRONZE,3,Canada,CA,CAN,1,1928
Wrestling,"Welterweight, Freestyle (??2 kilograms) Men",amsterdam-1928,Athlete,GOLD,1,Finland,FI,FIN,1,1928
Wrestling,"Welterweight, Freestyle (??2 kilograms) Men",amsterdam-1928,Athlete,SILVER,2,United States of America,US,USA,1,1928
Wrestling,"Welterweight, Freestyle (??2 kilograms) Men",amsterdam-1928,Athlete,BRONZE,3,Canada,CA,CAN,1,1928
Wrestling,"Bantamweight, Greco-Roman (??8 kilograms) Men",amsterdam-1928,Athlete,GOLD,1,Germany,DE,GER,1,1928
Wrestling,"Bantamweight, Greco-Roman (??8 kilograms) Men",amsterdam-1928,Athlete,SILVER,2,Czechoslovakia,,TCH,1,1928
Wrestling,"Bantamweight, Greco-Roman (??8 kilograms) Men",amsterdam-1928,Athlete,BRONZE,3,Italy,IT,ITA,1,1928
Wrestling,"Heavyweight, Greco-Roman (>82.5 kilograms) Men",amsterdam-1928,Athlete,GOLD,1,Sweden,SE,SWE,1,1928
Wrestling,"Heavyweight, Greco-Roman (>82.5 kilograms) Men",amsterdam-1928,Athlete,SILVER,2,Finland,FI,FIN,1,1928
Wrestling,"Heavyweight, Greco-Roman (>82.5 kilograms) Men",amsterdam-1928,Athlete,BRONZE,3,Germany,DE,GER,1,1928
Wrestling,"Middleweight, Freestyle (??9 kilograms) Men",amsterdam-1928,Athlete,GOLD,1,Switzerland,CH,SUI,1,1928
Wrestling,"Middleweight, Freestyle (??9 kilograms) Men",amsterdam-1928,Athlete,SILVER,2,Canada,CA,CAN,1,1928
Wrestling,"Middleweight, Freestyle (??9 kilograms) Men",amsterdam-1928,Athlete,BRONZE,3,Great Britain,GB,GBR,1,1928
Wrestling,"Light-Heavyweight, Greco-Roman (??2.5 kilograms) Men",amsterdam-1928,Athlete,GOLD,1,Egypt,EG,EGY,1,1928
Wrestling,"Light-Heavyweight, Greco-Roman (??2.5 kilograms) Men",amsterdam-1928,Athlete,SILVER,2,Germany,DE,GER,1,1928
Wrestling,"Light-Heavyweight, Greco-Roman (??2.5 kilograms) Men",amsterdam-1928,Athlete,BRONZE,3,Finland,FI,FIN,1,1928
Wrestling,"Middleweight, Greco-Roman (??5 kilograms) Men",amsterdam-1928,Athlete,GOLD,1,Finland,FI,FIN,1,1928
Wrestling,"Middleweight, Greco-Roman (??5 kilograms) Men",amsterdam-1928,Athlete,SILVER,2,Hungary,HU,HUN,1,1928
Wrestling,"Middleweight, Greco-Roman (??5 kilograms) Men",amsterdam-1928,Athlete,BRONZE,3,Estonia,EE,EST,1,1928
Wrestling,"Lightweight, Greco-Roman (??7.5 kilograms) Men",amsterdam-1928,Athlete,GOLD,1,Hungary,HU,HUN,1,1928
Wrestling,"Lightweight, Greco-Roman (??7.5 kilograms) Men",amsterdam-1928,Athlete,SILVER,2,Germany,DE,GER,1,1928
Wrestling,"Lightweight, Greco-Roman (??7.5 kilograms) Men",amsterdam-1928,Athlete,BRONZE,3,Finland,FI,FIN,1,1928
Wrestling,"Heavyweight, Freestyle (>87 kilograms) Men",amsterdam-1928,Athlete,GOLD,1,Sweden,SE,SWE,1,1928
Wrestling,"Heavyweight, Freestyle (>87 kilograms) Men",amsterdam-1928,Athlete,SILVER,2,Finland,FI,FIN,1,1928
Wrestling,"Heavyweight, Freestyle (>87 kilograms) Men",amsterdam-1928,Athlete,BRONZE,3,France,FR,FRA,1,1928
Wrestling,"Light-Heavyweight, Freestyle (??7 kilograms) Men",amsterdam-1928,Athlete,GOLD,1,Sweden,SE,SWE,1,1928
Wrestling,"Light-Heavyweight, Freestyle (??7 kilograms) Men",amsterdam-1928,Athlete,SILVER,2,Switzerland,CH,SUI,1,1928
Wrestling,"Light-Heavyweight, Freestyle (??7 kilograms) Men",amsterdam-1928,Athlete,BRONZE,3,France,FR,FRA,1,1928
Wrestling,"Featherweight, Freestyle (??1 kilograms) Men",amsterdam-1928,Athlete,GOLD,1,United States of America,US,USA,1,1928
Wrestling,"Featherweight, Freestyle (??1 kilograms) Men",amsterdam-1928,Athlete,SILVER,2,Finland,FI,FIN,1,1928
Wrestling,"Featherweight, Freestyle (??1 kilograms) Men",amsterdam-1928,Athlete,BRONZE,3,Switzerland,CH,SUI,1,1928
Water Polo,water polo men,los-angeles-1932,GameTeam,GOLD,1,Hungary,HU,HUN,1,1932
Water Polo,water polo men,los-angeles-1932,GameTeam,SILVER,2,Germany,DE,GER,1,1932
Water Polo,water polo men,los-angeles-1932,GameTeam,BRONZE,3,United States of America,US,USA,1,1932
Boxing,6668  7257kg middleweight men,los-angeles-1932,Athlete,GOLD,1,United States of America,US,USA,1,1932
Boxing,6668  7257kg middleweight men,los-angeles-1932,Athlete,SILVER,2,Argentina,AR,ARG,1,1932
Boxing,6668  7257kg middleweight men,los-angeles-1932,Athlete,BRONZE,3,South Africa,ZA,RSA,1,1932
Boxing,7938kg heavyweight men,los-angeles-1932,Athlete,GOLD,1,Argentina,AR,ARG,1,1932
Boxing,7938kg heavyweight men,los-angeles-1932,Athlete,SILVER,2,Italy,IT,ITA,1,1932
Boxing,7938kg heavyweight men,los-angeles-1932,Athlete,BRONZE,3,United States of America,US,USA,1,1932
Boxing,508kg flyweight men,los-angeles-1932,Athlete,GOLD,1,Hungary,HU,HUN,1,1932
Boxing,508kg flyweight men,los-angeles-1932,Athlete,SILVER,2,Mexico,MX,MEX,1,1932
Boxing,508kg flyweight men,los-angeles-1932,Athlete,BRONZE,3,United States of America,US,USA,1,1932
Boxing,6124  6668kg welterweight men,los-angeles-1932,Athlete,GOLD,1,United States of America,US,USA,1,1932
Boxing,6124  6668kg welterweight men,los-angeles-1932,Athlete,SILVER,2,Germany,DE,GER,1,1932
Boxing,6124  6668kg welterweight men,los-angeles-1932,Athlete,BRONZE,3,Finland,FI,FIN,1,1932
